l2_size(kb),bw(GB/s)
45784,3252.96
45785,3214.36
45786,3402.87
45787,3280.56
45788,3167.16
45789,3374.94
45790,3198.57
45791,3272.23
45792,3486.22
45793,3177.91
45794,3144.67
45795,3161.27
45796,3322.97
45797,3140.77
45798,3140.52
45799,3394.14
45800,3139.62
45801,3197.62
45802,3045.25
45803,3186.3
45804,3177.78
45805,3139.51
45806,3339.6
45807,3169.39
45808,3252.56
45809,3243.68
45810,3147.16
45811,3147.12
45812,3209.41
45813,3266.95
45814,3231.74
45815,3126.27
45816,3314.6
45817,3183.51
45818,3159.42
45819,3328.96
45820,3140.33
45821,3255.48
45822,3207.18
45823,3323.22
45824,3148.71
45825,3148.69
45826,3265.61
45827,3125.89
45828,3188.71
45829,3107.19
45830,3117.6
45831,3183.15
45832,3114.99
45833,3341.14
45834,3077.63
45835,3280.36
45836,3294.98
45837,3150.36
45838,3190.67
45839,3169.5
45840,3265.94
45841,3228.13
45842,3183.12
45843,3335.48
45844,3187.02
45845,3209.17
45846,3387.98
45847,3088.28
45848,3151.77
45849,3217.6
45850,3333.99
45851,3188.78
45852,3134.72
45853,3431.26
45854,3174.31
45855,3205.05
45856,3159.34
45857,3272.39
45858,3247.66
45859,3239.5
45860,3441.42
45861,3135.69
45862,3157.01
45863,3341.92
45864,3147.22
45865,3220.76
45866,3148.06
45867,3380.49
45868,3236.45
45869,3197.22
45870,3373.39
45871,3094.77
45872,3197.58
45873,3291.3
45874,3206.69
45875,3147.97
45876,3191.44
45877,3259.04
45878,3201.52
45879,3135.49
45880,3352.22
45881,3205.17
45882,3206.96
45883,3197.86
45884,3077.92
45885,3303.41
45886,3158.64
45887,3475.11
45888,3210.76
45889,3156.49
45890,3276.44
45891,3179.66
45892,3209.24
45893,3206.81
45894,3324.2
45895,3173.86
45896,3114.89
45897,3299.29
45898,3049.77
45899,3221.67
45900,3371.46
45901,3245.08
45902,3209.25
45903,3148.22
45904,3298.98
45905,3092.35
45906,3142.21
45907,3312.75
45908,3157.46
45909,3238.24
45910,3096.91
45911,3208.33
45912,3193.94
45913,3247.31
45914,3384.23
45915,3177.87
45916,3200.74
45917,3313.96
45918,3141.63
45919,3195.66
45920,3108.78
45921,3384.93
45922,3171.82
45923,3200.5
45924,3258.55
45925,3154.22
45926,3197.49
45927,3339.84
45928,3135.1
45929,3220.06
45930,3107.37
45931,3385.35
45932,3098.49
45933,3190.05
45934,3350.34
45935,3165.01
45936,3288.6
45937,3123.32
45938,3166.79
45939,3236.32
45940,3258.4
45941,3361.79
45942,3309.15
45943,3161.49
45944,3404.09
45945,3099.77
45946,3292.85
45947,3136.57
45948,3336.17
45949,3270.06
45950,3131.2
45951,3310.54
45952,3146.94
45953,3199.63
45954,3386.45
45955,3201.42
45956,3217
45957,3086.09
45958,3379.37
45959,3161.23
45960,3151.47
45961,3384.44
45962,3232.49
45963,3243.68
45964,3217.9
45965,3185.59
45966,3260.54
45967,3275.17
45968,3476.12
45969,3205.86
45970,3330.59
45971,3293.95
45972,3240.33
45973,3204.92
45974,3202.69
45975,3323.09
45976,3176.33
45977,3082.41
45978,3364.43
45979,3140.52
45980,3198.57
45981,3422.05
45982,3175.26
45983,3205.11
45984,3132.98
45985,3304.11
45986,3197.82
45987,3151.78
45988,3395.58
45989,3124.59
45990,3186.64
45991,3214.77
45992,3148.14
45993,3188.08
45994,3149.26
45995,3361.37
45996,3133.08
45997,3217.28
45998,3384.05
45999,3136.11
46000,3206.84
46001,3139.08
46002,3347.83
46003,3278.49
46004,3170.16
46005,3330.78
46006,3149.46
46007,3242.92
46008,3442.76
46009,3185.31
46010,3308.54
46011,3207.25
46012,3294.33
46013,3208.65
46014,3250.9
46015,3315.94
46016,3108.28
46017,3171.98
46018,3199.91
46019,3228.34
46020,3215.5
46021,3175.58
46022,3338.06
46023,3290.61
46024,3250.14
46025,3327.71
46026,3147.18
46027,3196.88
46028,3189.42
46029,3269.32
46030,3213
46031,3185.64
46032,3245.81
46033,3148.67
46034,3224.84
46035,3347.39
46036,3169.57
46037,3269.27
46038,3122.47
46039,3325.17
46040,3125.86
46041,3149.93
46042,3331.97
46043,3141.7
46044,3249.27
46045,3173.77
46046,3238.15
46047,3261.06
46048,3205.15
46049,3386.74
46050,3144.99
46051,3220.49
46052,3365.34
46053,3136.09
46054,3232.57
46055,3131.43
46056,3356.16
46057,3194.77
46058,3214.55
46059,3281.02
46060,3125.83
46061,3231.36
46062,3346.32
46063,3233.73
46064,3279.4
46065,3093.8
46066,3420.5
46067,3146.6
46068,3123.96
46069,3372.64
46070,3179.41
46071,3157.49
46072,3193.16
46073,3127.24
46074,3235.2
46075,3110.58
46076,3382.31
46077,3136.57
46078,3145.5
46079,3298.38
46080,3147.64
46081,3204.95
46082,3109.92
46083,3447.45
46084,3270.62
46085,3192.3
46086,3330.92
46087,3158.43
46088,3279.8
46089,3425.74
46090,3170.27
46091,3148.07
46092,3146.84
46093,3258.68
46094,3138.64
46095,3181.4
46096,3304.29
46097,3154.43
46098,3266.41
46099,3131.12
46100,3189.12
46101,3158.76
46102,3204.85
46103,3432.81
46104,3233.22
46105,3229.21
46106,3364.2
46107,3226.58
46108,3229.61
46109,3187.46
46110,3357.43
46111,3237.91
46112,3139.97
46113,3286.48
46114,3145.48
46115,3250.84
46116,3375.76
46117,3206.32
46118,3252.82
46119,3234.16
46120,3389.97
46121,3119.35
46122,3161.7
46123,3336.88
46124,3174.85
46125,3188.31
46126,3119.49
46127,3187.51
46128,3265.5
46129,3177.69
46130,3413.32
46131,3171.68
46132,3149.99
46133,3350.41
46134,3144.68
46135,3169.42
46136,3221.38
46137,3327.6
46138,3142.38
46139,3217.18
46140,3339.72
46141,3127.03
46142,3260.17
46143,3365.9
46144,3233.65
46145,3256.19
46146,3167.03
46147,3359.49
46148,3157.71
46149,3284.53
46150,3359.78
46151,3125.8
46152,3347.39
46153,3118.23
46154,3246.45
46155,3235.23
46156,3185.89
46157,3404.25
46158,3156.39
46159,3233.58
46160,3295.33
46161,3144.47
46162,3312.4
46163,3143.47
46164,3338.11
46165,3256.95
46166,3128.67
46167,3404.1
46168,3194.7
46169,3271.06
46170,3426.4
46171,3158.49
46172,3279.29
46173,3148.59
46174,3355.98
46175,3163.08
46176,3170.82
46177,3363.8
46178,3227.85
46179,3236.7
46180,3227.76
46181,3204.64
46182,3211.33
46183,3205.07
46184,3353.77
46185,3118.3
46186,3197.97
46187,3201.48
46188,3181.98
46189,3292.91
46190,3161.56
46191,3376.21
46192,3282.91
46193,3135.66
46194,3355.3
46195,3166.72
46196,3293.08
46197,3336.27
46198,3206.1
46199,3200.59
46200,3173.54
46201,3407.17
46202,3155.39
46203,3113.44
46204,3394.24
46205,3148.37
46206,3183.34
46207,3146.67
46208,3160.93
46209,3241.97
46210,3107.96
46211,3395.99
46212,3301.3
46213,3205.87
46214,3333.11
46215,3198.07
46216,3190.54
46217,3195.61
46218,3298.7
46219,3159.97
46220,3207.52
46221,3294.26
46222,3135.93
46223,3263.58
46224,3398.31
46225,3086.78
46226,3254.43
46227,3134.63
46228,3384.92
46229,3231.38
46230,3173.56
46231,3384.82
46232,3193.53
46233,3252.01
46234,3174.23
46235,3119.02
46236,3190.38
46237,3299.79
46238,3437.18
46239,3139.36
46240,3230.37
46241,3320.23
46242,3121.99
46243,3289.46
46244,3163.55
46245,3396.81
46246,3246.36
46247,3121.78
46248,3279.88
46249,3197.73
46250,3195.85
46251,3440.88
46252,3129.69
46253,3175.65
46254,3196.22
46255,3289
46256,3134.78
46257,3232.08
46258,3341.3
46259,3142.36
46260,3312.33
46261,3096.59
46262,3250.64
46263,3235.23
46264,3216.08
46265,3358.28
46266,3163.91
46267,3273.1
46268,3409.48
46269,3161.02
46270,3177.21
46271,3174.31
46272,3294.49
46273,3130.61
46274,3141.76
46275,3278.68
46276,3185.32
46277,3177.24
46278,3351.23
46279,3155.66
46280,3244.14
46281,3201.99
46282,3310.55
46283,3105.3
46284,3256.65
46285,3291.93
46286,3151.59
46287,3235.88
46288,3134.12
46289,3198.52
46290,3227.76
46291,3161.6
46292,3362.21
46293,3162.97
46294,3190.84
46295,3345.65
46296,3171
46297,3181.28
46298,3155.29
46299,3327.01
46300,3180.46
46301,3176.84
46302,3326.83
46303,3100.72
46304,3319.58
46305,3343.3
46306,3114.74
46307,3204.58
46308,3203.39
46309,3257.98
46310,3185.27
46311,3157.68
46312,3355.73
46313,3161.54
46314,3215.95
46315,3127.15
46316,3162.3
46317,3199.89
46318,3160.79
46319,3366.87
46320,3162.25
46321,3232.16
46322,3332.31
46323,3137.39
46324,3272.21
46325,3160.12
46326,3352.41
46327,3256.03
46328,3139.72
46329,3273.04
46330,3261.82
46331,3241.53
46332,3383.54
46333,3269.19
46334,3224.92
46335,3093.8
46336,3365.37
46337,3207.95
46338,3151.61
46339,3334.07
46340,3251.33
46341,3209.14
46342,3279.35
46343,3157.08
46344,3181.92
46345,3231.94
46346,3345.04
46347,3151.15
46348,3243.62
46349,3246.75
46350,3170.57
46351,3164.41
46352,3201.66
46353,3272.16
46354,3201.11
46355,3153.87
46356,3253.39
46357,3178.71
46358,3162.89
46359,3404.88
46360,3137.83
46361,3157.64
46362,3199.93
46363,3273.01
46364,3156.18
46365,3245.33
46366,3282.59
46367,3217.84
46368,3284.2
46369,3142.91
46370,3066.04
46371,3223.63
46372,3117.75
46373,3358.32
46374,3225.45
46375,3272.28
46376,3345.78
46377,3103.31
46378,3215.55
46379,3145.12
46380,3414.25
46381,3287.98
46382,3161.29
46383,3359.53
46384,3167.32
46385,3183.13
46386,3442.44
46387,3131.46
46388,3197.64
46389,3256.34
46390,3343.83
46391,3196.96
46392,3153.5
46393,3356.68
46394,3158.61
46395,3221.91
46396,3217.97
46397,3176.04
46398,3129.95
46399,3250.64
46400,3369.24
46401,3237.7
46402,3222.57
46403,3305.03
46404,3101.63
46405,3237
46406,3121.63
46407,3315.98
46408,3171.17
46409,3230.51
46410,3319.87
46411,3144.67
46412,3238.28
46413,3377.78
46414,3198.73
46415,3162.85
46416,3209.11
46417,3306.24
46418,3115.04
46419,3131.85
46420,3408.03
46421,3192.38
46422,3172.12
46423,3230.42
46424,3173.39
46425,3221.07
46426,3197.41
46427,3333.16
46428,3149.27
46429,3177.16
46430,3350.15
46431,3178.22
46432,3226.69
46433,3177.19
46434,3357.54
46435,3223.34
46436,3229.56
46437,3415.56
46438,3171.96
46439,3183.02
46440,3349.49
46441,3242.99
46442,3215.96
46443,3255.43
46444,3356.98
46445,3198.5
46446,3176.54
46447,3344.6
46448,3171.48
46449,3219.17
46450,3236.27
46451,3137.09
46452,3275.27
46453,3169.41
46454,3349.12
46455,3118.9
46456,3299.25
46457,3309.66
46458,3111.96
46459,3241.98
46460,3197.91
46461,3380.16
46462,3222.31
46463,3178.12
46464,3309.57
46465,3177.79
46466,3273.82
46467,3390.53
46468,3114.73
46469,3191.46
46470,3205.7
46471,3295.76
46472,3126.7
46473,3238.41
46474,3402.79
46475,3153.88
46476,3220.85
46477,3249.2
46478,3121.65
46479,3187.73
46480,3218.74
46481,3410.7
46482,3164.12
46483,3243.99
46484,3327.39
46485,3207.64
46486,3198.26
46487,3206.5
46488,3340.78
46489,3192.15
46490,3177.99
46491,3366.99
46492,3176.51
46493,3158.66
46494,3444.3
46495,3181.1
46496,3224.31
46497,3269
46498,3402.27
46499,3172.86
46500,3196.59
46501,3440.3
46502,3178
46503,3209.81
46504,3252.31
46505,3189.37
46506,3231.87
46507,3207.24
46508,3458.79
46509,3161.11
46510,3236.38
46511,3336.23
46512,3152.19
46513,3192.77
46514,3260.62
46515,3332.21
46516,3239.09
46517,3223.19
46518,3380.65
46519,3139.22
46520,3162.9
46521,3376.4
46522,3251.85
46523,3229.6
46524,3131.16
46525,3392.71
46526,3246.22
46527,3128.29
46528,3379.48
46529,3190.51
46530,3266.55
46531,3128.12
46532,3283.89
46533,3251.52
46534,3178.18
46535,3402.15
46536,3187.27
46537,3261.25
46538,3281.12
46539,3172.49
46540,3337.7
46541,3139.26
46542,3336.72
46543,3237.91
46544,3142.37
46545,3299.7
46546,3148.18
46547,3183.15
46548,3425.84
46549,3198.87
46550,3252.62
46551,3283.53
46552,3402.76
46553,3194.98
46554,3148.13
46555,3380.65
46556,3271.2
46557,3252.95
46558,3087.82
46559,3306.95
46560,3287.85
46561,3124.06
46562,3416.26
46563,3218.14
46564,3276.53
46565,3256.26
46566,3145.32
46567,3277.9
46568,3141.85
46569,3342.84
46570,3188.82
46571,3269.51
46572,3498.34
46573,3209.85
46574,3232.86
46575,3390.85
46576,3141.89
46577,3298.32
46578,3159.88
46579,3297.49
46580,3153.31
46581,3209.05
46582,3367.21
46583,3155.76
46584,3244.5
46585,3198.16
46586,3235.76
46587,3240.62
46588,3294.42
46589,3367.99
46590,3119.8
46591,3275.9
46592,3412.61
46593,3193.66
46594,3224.89
46595,3201.32
46596,3369.17
46597,3317.13
46598,3207.1
46599,3403.9
46600,3202.91
46601,3245.87
46602,3377.62
46603,3264.59
46604,3299.13
46605,3162.67
46606,3333.51
46607,3145.2
46608,3190.36
46609,3428.61
46610,3156.31
46611,3235.48
46612,3202.4
46613,3162.7
46614,3239.46
46615,3265.56
46616,3445.3
46617,3161.43
46618,3235.59
46619,3409
46620,3301.59
46621,3217.53
46622,3187.53
46623,3496.92
46624,3224.11
46625,3167.14
46626,3351.58
46627,3254.8
46628,3201.4
46629,3377.75
46630,3244.46
46631,3242.49
46632,3152.82
46633,3443.47
46634,3253.63
46635,3180.25
46636,3350.19
46637,3141.89
46638,3261.75
46639,3190.27
46640,3220.42
46641,3238.25
46642,3089.17
46643,3364.65
46644,3242.99
46645,3221.39
46646,3324.48
46647,3179.6
46648,3312.38
46649,3156.83
46650,3415.27
46651,3285.83
46652,3200.31
46653,3266.6
46654,3217.98
46655,3250.78
46656,3410.61
46657,3161.89
46658,3121.12
46659,3154.33
46660,3283.15
46661,3068.66
46662,3044.13
46663,3265.07
46664,3104.93
46665,3157.38
46666,3063.36
46667,3083.64
46668,3140.41
46669,3041.72
46670,3298.77
46671,3146.92
46672,3103.5
46673,3264.23
46674,3055.11
46675,3162.67
46676,3060.29
46677,3261.07
46678,3185.05
46679,3031.9
46680,3275.21
46681,3027.99
46682,3142.73
46683,3285.83
46684,3089.82
46685,3112.69
46686,3105.74
46687,3285.36
46688,3031.86
46689,3013.37
46690,3276.36
46691,3138.83
46692,3135.13
46693,3084.84
46694,3163.59
46695,3111.86
46696,3073.79
46697,3380.73
46698,3110.81
46699,3120.94
46700,3231.91
46701,3081.34
46702,3194.89
46703,3087.36
46704,3337.26
46705,3176.33
46706,3061.6
46707,3170.07
46708,3057.36
46709,3112.34
46710,3315.1
46711,3119.4
46712,3083.04
46713,3065.12
46714,3300.73
46715,3095.74
46716,3079.46
46717,3251.24
46718,3063.29
46719,3139.49
46720,3088.45
46721,3001.51
46722,3103.39
46723,3079.03
46724,3293.74
46725,3023.52
46726,3133.01
46727,3208.14
46728,3074.16
46729,3179.06
46730,3048.36
46731,3235.04
46732,3104.87
46733,3054.72
46734,3199.18
46735,3040.21
46736,3099.82
46737,3305.03
46738,3023.1
46739,3138.51
46740,3034.62
46741,3273.28
46742,3143.95
46743,3120.95
46744,3217.14
46745,3064.91
46746,3110.76
46747,3073.26
46748,3078.08
46749,3116.44
46750,3176.84
46751,3272.08
46752,3093.72
46753,3088.73
46754,3187.78
46755,3167.52
46756,3118.84
46757,3061.79
46758,3304.7
46759,3156.94
46760,3121.87
46761,3176.28
46762,3057.05
46763,3093.31
46764,3289.16
46765,3163.14
46766,3174.65
46767,3044.54
46768,3293.51
46769,2998.55
46770,3084.02
46771,3310.88
46772,3069.28
46773,3038.66
46774,3153.4
46775,3084.78
46776,3102.28
46777,3046.87
46778,3296.16
46779,3158.14
46780,3134.66
46781,3206.04
46782,3009.76
46783,3089.73
46784,3089.47
46785,3306.11
46786,3114.11
46787,3026.56
46788,3235.4
46789,3110.79
46790,3168.56
46791,3285.37
46792,3087.1
46793,3191.72
46794,3034.9
46795,3283.75
46796,3079.71
46797,3069.25
46798,3326.29
46799,3033.71
46800,3088.74
46801,3115.37
46802,3087.33
46803,3096.3
46804,3105.64
46805,3322.97
46806,3115.8
46807,3116.56
46808,3222.8
46809,3052.64
46810,3067.08
46811,3162.91
46812,3305.8
46813,3138.72
46814,3027.72
46815,3299.39
46816,3033.02
46817,3178.19
46818,3323.17
46819,3014.14
46820,3133.46
46821,3011.41
46822,3290.97
46823,3128.65
46824,3062.7
46825,3242.06
46826,3047.16
46827,3099.25
46828,3184.18
46829,3081.83
46830,3139.87
46831,3081.73
46832,3302.07
46833,3081.8
46834,3102.18
46835,3226.72
46836,3066.17
46837,3152.53
46838,3041.41
46839,3213.96
46840,3153.24
46841,3100.74
46842,3281.29
46843,3109.62
46844,3143.62
46845,3235.34
46846,3100.13
46847,3213.36
46848,3146.79
46849,3264.91
46850,3022.23
46851,3035.24
46852,3229.07
46853,3132.72
46854,3214.38
46855,3003.01
46856,3060.2
46857,3137.89
46858,3034.28
46859,3243.12
46860,3007.71
46861,3079.91
46862,3216.34
46863,3087.76
46864,3157.49
46865,3053.76
46866,3274.9
46867,3211.45
46868,3113.76
46869,3158.65
46870,3053.78
46871,3113.16
46872,3255.44
46873,3099.24
46874,3198.96
46875,3100.11
46876,3214.39
46877,3011.43
46878,3050
46879,3285.28
46880,3184.02
46881,3167.44
46882,3067.81
46883,3078.21
46884,3105.3
46885,3090.23
46886,3299.33
46887,3030.03
46888,3115.7
46889,3242.29
46890,3066.32
46891,3125.54
46892,3081.28
46893,3298.01
46894,3215.19
46895,3044.78
46896,3288.83
46897,3019.34
46898,3229.72
46899,3198.44
46900,3104.6
46901,3068.31
46902,3085.04
46903,3201.85
46904,3048.76
46905,3023.16
46906,3259.58
46907,3075.34
46908,3119.04
46909,3105.56
46910,3017.72
46911,3144.48
46912,3122.01
46913,3294.72
46914,3051.83
46915,3116.13
46916,3290.94
46917,3081.21
46918,3127.04
46919,3067.75
46920,3255.59
46921,3137.38
46922,3098.83
46923,3252.84
46924,3089
46925,3117.08
46926,3272.69
46927,3135.5
46928,3091.89
46929,3054.68
46930,3222.63
46931,3052.04
46932,3106.86
46933,3242.71
46934,3108.48
46935,3158.16
46936,3056.94
46937,3120.58
46938,3163.4
46939,3072.27
46940,3237.55
46941,3070.79
46942,3108.34
46943,3261.97
46944,3042.72
46945,3163.46
46946,3062.98
46947,3206.86
46948,3095.27
46949,3126.87
46950,3235
46951,3165.72
46952,3115.76
46953,3287.58
46954,3113.04
46955,3101.14
46956,3128.77
46957,3266.1
46958,3061.87
46959,3068.82
46960,3272.95
46961,3080.99
46962,3176.31
46963,3060.96
46964,3083.29
46965,3109.88
46966,3103.55
46967,3300.61
46968,3066.3
46969,3156.47
46970,3230.26
46971,3107.57
46972,3131.52
46973,3016.16
46974,3253.57
46975,3191.67
46976,3106.79
46977,3184.71
46978,3030.13
46979,3126.47
46980,3294.07
46981,3161.42
46982,3167.7
46983,3063.03
46984,3214.48
46985,3057.92
46986,3083.35
46987,3266.01
46988,3163.54
46989,3102.84
46990,3066.93
46991,3155.38
46992,3172.32
46993,3089.75
46994,3266.06
46995,3097.01
46996,3081.44
46997,3250.33
46998,3115.18
46999,3179.04
47000,3065.93
47001,3319.82
47002,3115.45
47003,3091.33
47004,3172.93
47005,3117.05
47006,3125.93
47007,3276.1
47008,3073.13
47009,3203.35
47010,3101.61
47011,3280.15
47012,3095.75
47013,3065.06
47014,3259.72
47015,3092.85
47016,3076.52
47017,3125.26
47018,3119.16
47019,3111.66
47020,3150.8
47021,3332.5
47022,3053.03
47023,3150.26
47024,3236.85
47025,3149.91
47026,3117.31
47027,3075.05
47028,3234.85
47029,3098.71
47030,3073.97
47031,3267.45
47032,3154.83
47033,3150.64
47034,3288.08
47035,3037.81
47036,3142.85
47037,3078.06
47038,3277.87
47039,3113.86
47040,3051.74
47041,3223.51
47042,3062.11
47043,3206.27
47044,3069.05
47045,3096.05
47046,3138.47
47047,3148
47048,3373.97
47049,3081.72
47050,3066.37
47051,3290.04
47052,3047.83
47053,3142.57
47054,3183.52
47055,3282.95
47056,3144.11
47057,3102.27
47058,3296.19
47059,3097.29
47060,3182.65
47061,3225.62
47062,3040.35
47063,3135.23
47064,3174.4
47065,3214.44
47066,3182.63
47067,3077.88
47068,3265.46
47069,3096.69
47070,3180.56
47071,3072.24
47072,3217.19
47073,3210.74
47074,3015.25
47075,3286.63
47076,3036.29
47077,3115.32
47078,3318.67
47079,3116.3
47080,3203.12
47081,3010.78
47082,3281.53
47083,3151.35
47084,3130.51
47085,3277.6
47086,3106.11
47087,3123.74
47088,3284.47
47089,3090.58
47090,3141.76
47091,3099.29
47092,3236.65
47093,3020.61
47094,3020.4
47095,3270.86
47096,3074.28
47097,3180.16
47098,3159.55
47099,3043.89
47100,3088.55
47101,3043.05
47102,3327.1
47103,3151.12
47104,3207.19
47105,3236.88
47106,3134.38
47107,3117
47108,3027.41
47109,3279.46
47110,3159
47111,3057.47
47112,3246.81
47113,3052.36
47114,3190.81
47115,3231.92
47116,3115.05
47117,3241.39
47118,3112.09
47119,3196.2
47120,3088
47121,3156.4
47122,3322.91
47123,3123.67
47124,3140.7
47125,3025.09
47126,3128.61
47127,3178.18
47128,3064.13
47129,3267.32
47130,3077.91
47131,3086.31
47132,3219.74
47133,3077.64
47134,3113.07
47135,3091.34
47136,3269.5
47137,3188.12
47138,3101.68
47139,3245.61
47140,3049.7
47141,3107.13
47142,3315.69
47143,3101.18
47144,3066.13
47145,3057.59
47146,3233.02
47147,3041.09
47148,3132.74
47149,3346.87
47150,3116.12
47151,3130.06
47152,3128.15
47153,3075.92
47154,3184.06
47155,3068.17
47156,3282.9
47157,3055.62
47158,3148.34
47159,3265.12
47160,3091.68
47161,3197.32
47162,3073.78
47163,3254.8
47164,3077.18
47165,3076.28
47166,3325.18
47167,3043.24
47168,3149.96
47169,3364.45
47170,3082.23
47171,3200.62
47172,3091.1
47173,3172.89
47174,3126.53
47175,3048.6
47176,3280.7
47177,3160.25
47178,3171.36
47179,3036.05
47180,3046.68
47181,3077.99
47182,3158.25
47183,3332.18
47184,3108.09
47185,3159.28
47186,3205.27
47187,3002.51
47188,3072.83
47189,3141.96
47190,3323.05
47191,3119.19
47192,3127.6
47193,3306
47194,3092.88
47195,3097.82
47196,3343.92
47197,3087.43
47198,3212.57
47199,3084.87
47200,3271.52
47201,3058.21
47202,3067.29
47203,3210.59
47204,3034.5
47205,3160.44
47206,3206.02
47207,3085.79
47208,3139.48
47209,3023.88
47210,3250.31
47211,3062.47
47212,3117.16
47213,3229.38
47214,3181.62
47215,3138.15
47216,3079.9
47217,3241.3
47218,3118.03
47219,3051.19
47220,3223.38
47221,3168.61
47222,3239.14
47223,3280.16
47224,3034.8
47225,3070.32
47226,3112.99
47227,3285.91
47228,3155.54
47229,3093.74
47230,3302.39
47231,3135.83
47232,3147.64
47233,3114.78
47234,3128.89
47235,3187.52
47236,3128.21
47237,3305.67
47238,3045.42
47239,3140.63
47240,3254.3
47241,3065.29
47242,3071.69
47243,3173.78
47244,3362.92
47245,3213.73
47246,3067.38
47247,3282.57
47248,3072.93
47249,3192.78
47250,3347.44
47251,3101.63
47252,3106.79
47253,3060.78
47254,3177.36
47255,3075.34
47256,3089.12
47257,3264.52
47258,3075.87
47259,3125.38
47260,3121.74
47261,3131.25
47262,3139.36
47263,3063.99
47264,3300.5
47265,3030.15
47266,3142.72
47267,3301.89
47268,3114.31
47269,3190.71
47270,3026.97
47271,3248.65
47272,3163.73
47273,3143.16
47274,3232.44
47275,3124.84
47276,3176.75
47277,3344.27
47278,3134.31
47279,3116.28
47280,2998.89
47281,3192.43
47282,3068.72
47283,3072.01
47284,3245.21
47285,3095.92
47286,3108.77
47287,3174
47288,3098.81
47289,3151.26
47290,2990.23
47291,3288.78
47292,3077.32
47293,3157.03
47294,3229.26
47295,3075.86
47296,3274.1
47297,3045.65
47298,3247.89
47299,3146.58
47300,3108.85
47301,3292.21
47302,3117.81
47303,3239.81
47304,3265.8
47305,3093.1
47306,3154.63
47307,3093.34
47308,3267.3
47309,3102.91
47310,3142.38
47311,3320.39
47312,3138.07
47313,3157.37
47314,3001.53
47315,3107.26
47316,3155.64
47317,3156.66
47318,3282.65
47319,3114.08
47320,3099.76
47321,3351.34
47322,3067.04
47323,3170.95
47324,3128.85
47325,3306.52
47326,3187.2
47327,3024.93
47328,3306.53
47329,3090.04
47330,3191.72
47331,3320.86
47332,3103.43
47333,3159.21
47334,3105.44
47335,3236.9
47336,3048.68
47337,3060.12
47338,3278.84
47339,3125.15
47340,3245.03
47341,3056.56
47342,3048.81
47343,3084.19
47344,3126.79
47345,3393.49
47346,3188.17
47347,3134.73
47348,3204.73
47349,3145.86
47350,3120.92
47351,3100.48
47352,3234.68
47353,3226.56
47354,3130.88
47355,3262.15
47356,3088.3
47357,3203.24
47358,3311.79
47359,3134.04
47360,3178.99
47361,3077.83
47362,3215.29
47363,3073.09
47364,3121.8
47365,3224.49
47366,3068.64
47367,3095.9
47368,3100.24
47369,3198.47
47370,3235.84
47371,3111.64
47372,3282.91
47373,3054.05
47374,3103.26
47375,3310.88
47376,3107.42
47377,3181.68
47378,3105.52
47379,3341.6
47380,3106.27
47381,3006.48
47382,3248.58
47383,3097.27
47384,3163.39
47385,3332.03
47386,3093.03
47387,3212.42
47388,3160.52
47389,3299.82
47390,3132.59
47391,3121.92
47392,3290.85
47393,3144.83
47394,3199.75
47395,3071.36
47396,3085.88
47397,3183.29
47398,3129.97
47399,3382
47400,3102.93
47401,3173.59
47402,3214.35
47403,3047.31
47404,3112.06
47405,3076.64
47406,3323.3
47407,3129.5
47408,3226.62
47409,3275.42
47410,3213.53
47411,3157.43
47412,3282.76
47413,3075.62
47414,3163.95
47415,3075.15
47416,3292.89
47417,3127.42
47418,3160.29
47419,3322.6
47420,3139.69
47421,3222.32
47422,3120.14
47423,3072.05
47424,3136.71
47425,3149.66
47426,3427.54
47427,3102.1
47428,3129.03
47429,3249.11
47430,3125.65
47431,3093.94
47432,3148.4
47433,3261.13
47434,3207.61
47435,3070.39
47436,3209.45
47437,3098.8
47438,3168.14
47439,3303.11
47440,3094.06
47441,3135.08
47442,3112.98
47443,3245.19
47444,3114.27
47445,3085.05
47446,3281.87
47447,3069.25
47448,3155.14
47449,3091.64
47450,3101.83
47451,3125.43
47452,3108.67
47453,3369.72
47454,3161
47455,3212.16
47456,3239.46
47457,3154.15
47458,3221.44
47459,3097.05
47460,3258.65
47461,3198.07
47462,3208.1
47463,3305.3
47464,3169.48
47465,3172.84
47466,3379.2
47467,3071.07
47468,3178.54
47469,3228.26
47470,3385.16
47471,3188.47
47472,3155.2
47473,3374.99
47474,3092.75
47475,3260.05
47476,3160.11
47477,3123.32
47478,3142.02
47479,3151.54
47480,3285.51
47481,3163.59
47482,3191.32
47483,3291.43
47484,3124.17
47485,3115.19
47486,3077.88
47487,3369.11
47488,3146.85
47489,3116.12
47490,3261.54
47491,3212.36
47492,3248.83
47493,3276.47
47494,3132.31
47495,3094.5
47496,3144.29
47497,3282.95
47498,3177.55
47499,3191.25
47500,3357.03
47501,3096.15
47502,3110.99
47503,3186.95
47504,3152.01
47505,3259.59
47506,3085.79
47507,3325.55
47508,3090.83
47509,3147.41
47510,3312.49
47511,3137.1
47512,3191.04
47513,3167.7
47514,3302.28
47515,3165.94
47516,3099.1
47517,3228.79
47518,3059.7
47519,3152.4
47520,3385.32
47521,3157.52
47522,3236.09
47523,3206.78
47524,3317.5
47525,3232.04
47526,3158.76
47527,3481.41
47528,3194.46
47529,3264.05
47530,3174.62
47531,3163.35
47532,3270.76
47533,3310.16
47534,3438.63
47535,3246.04
